id,name,nameDisplay,abv,isRetired,createDate,updateDate,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,ibu,available.name,available.description,Brewery,year,style.category.description,style.category.updateDate,Average ABV,Average IBU
TavGRG,ESB - Early Spring Beer,ESB - Early Spring Beer,5.9,N,2012-01-03 02:43:10,2015-12-16 03:22:24,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,Seasonal,"Available at the same time of year, every year.",Sierra Nevada Brewing Co.,,,,,
LDb6oj,Estate Ale,Estate Ale,6.7,N,2012-01-03 02:43:11,2016-02-09 15:35:26,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,67.0,Limited,Limited availability.,Sierra Nevada Brewing Co.,,,,,
Dn64tp,Experimental Hop Double IPA,Experimental Hop Double IPA,8.0,N,2018-03-28 14:09:44,2018-03-28 14:11:37,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,65.0,,,Sierra Nevada Brewing Co.,,,,,
z9eSax,EXPERIMENTAL HOP PILSNER,EXPERIMENTAL HOP PILSNER,5.5,N,2018-03-28 13:49:52,2018-03-28 13:51:35,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25.0,40.0,5.0,6.0,3.0,6.0,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,46.0,,,Sierra Nevada Brewing Co.,,,,,
bTNGkO,Experimental Hop Session IPA,Experimental Hop Session IPA,4.6,N,2018-03-28 13:59:08,2018-03-28 14:00:42,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,"Session India Pale Ales are gold to copper. Chill haze is allowable at cold temperatures and hop haze is allowable at any temperature. Fruity-ester aroma is light to moderate. Hop aroma is medium to high with qualities from a wide variety of hops from all over the world. Low to medium maltiness is present. Hop flavor is strong, characterized by flavors from a wide variety of hops. Hop bitterness is medium to high. Fruity-ester flavors are low to moderate. Diacetyl is absent or at very low levels. Body is low to medium.",,,,,,,,,,2015-04-07 17:07:27,,,41.0,,,Sierra Nevada Brewing Co.,,,,,
JW5SJV,Family Values,Family Values,8.5,N,2016-05-22 14:13:17,2016-05-22 14:13:17,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25.0,45.0,4.0,6.4,15.0,26.0,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,35.0,,,Sierra Nevada Brewing Co.,,,,,
A2xLSS,Fantastic Haze,Fantastic Haze,9.0,N,2020-01-16 22:55:02,2020-01-16 22:55:25,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,40.0,,,Sierra Nevada Brewing Co.,,,,,
KPu2Ot,Festival Bier,Festival Bier,6.0,N,2016-10-01 17:12:28,2016-10-01 17:12:29,North American Lager,2012-03-21 20:06:46,American-Style Märzen / Oktoberfest,American Oktoberfest,The American style of these classic German beers is distinguished by a comparatively greater degree of hop character. In general the style is characterized by a medium body and broad range of color from golden to reddish brown. Sweet maltiness should dominate over clean hop bitterness. The bitterness should not be aggressive or harsh. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop aroma and flavor should be notable but at low to medium levels. Fruity esters should not be perceived. Diacetyl and chill haze should not be perceived.,20.0,30.0,5.3,5.9,4.0,15.0,1.05,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:41:38,,,,,Sierra Nevada Brewing Co.,,,,,
9Ylplt,Fistful of Hops,Fistful of Hops,6.2,N,2012-12-05 11:47:55,2017-08-30 16:51:21,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,Limited,Limited availability.,Sierra Nevada Brewing Co.,,,,,
ceP1Cs,Five Hop - Experimental IPA,Five Hop - Experimental IPA,5.8,N,2015-12-18 19:42:07,2015-12-18 19:43:10,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,60.0,,,Sierra Nevada Brewing Co.,,,,,
ePh6fw,Flipside Red IPA,Flipside Red IPA,6.2,N,2014-05-14 13:03:29,2018-05-01 12:33:10,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30.0,40.0,4.5,6.0,11.0,18.0,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,60.0,Fall,Available during the fall months.,Sierra Nevada Brewing Co.,,,,,
OxvWPv,Floral IPA - Beer Camp #53,Floral IPA - Beer Camp #53,5.9,N,2012-11-02 20:37:50,2015-12-16 19:32:24,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,Limited,Limited availability.,Sierra Nevada Brewing Co.,,,,,
